InvoiceNo,CustomerID,order_date,Country
542659,15738,2011-01-31,United Kingdom
542662,18145,2011-01-31,United Kingdom
542667,17068,2011-01-31,United Kingdom
542673,14527,2011-01-31,United Kingdom
542678,14688,2011-01-31,United Kingdom
542690,14298,2011-01-31,United Kingdom
542691,13408,2011-01-31,United Kingdom
542692,14467,2011-01-31,United Kingdom
542694,12908,2011-01-31,United Kingdom
542707,18095,2011-01-31,United Kingdom
542708,17621,2011-01-31,United Kingdom
542709,15144,2011-01-31,United Kingdom
542710,14776,2011-01-31,United Kingdom
542711,17894,2011-01-31,United Kingdom
542712,14744,2011-01-31,United Kingdom
542713,12668,2011-01-31,Germany
542715,16403,2011-01-31,United Kingdom
542716,16407,2011-01-31,United Kingdom
542717,17580,2011-01-31,United Kingdom
542718,15602,2011-01-31,United Kingdom
542719,17619,2011-01-31,United Kingdom
542720,12778,2011-01-31,Netherlands
542722,13089,2011-01-31,United Kingdom
542723,17256,2011-01-31,United Kingdom
542724,16779,2011-01-31,United Kingdom
542725,16191,2011-01-31,United Kingdom
542727,17604,2011-01-31,United Kingdom
542728,14006,2011-01-31,United Kingdom
542729,15194,2011-01-31,United Kingdom
542731,13600,2011-01-31,United Kingdom
542733,15058,2011-01-31,United Kingdom
542735,12681,2011-01-31,France
542736,14744,2011-01-31,United Kingdom
542737,15058,2011-01-31,United Kingdom
542739,17389,2011-01-31,United Kingdom
542741,17375,2011-01-31,United Kingdom
542743,16191,2011-01-31,United Kingdom
542745,15881,2011-01-31,United Kingdom
542746,15881,2011-01-31,United Kingdom
542759,15881,2011-01-31,United Kingdom
542776,15240,2011-02-01,United Kingdom
542777,14911,2011-02-01,EIRE
542778,14496,2011-02-01,United Kingdom
542779,17147,2011-02-01,United Kingdom
542780,17675,2011-02-01,United Kingdom
542782,12712,2011-02-01,Germany
542785,13881,2011-02-01,United Kingdom
542786,17314,2011-02-01,United Kingdom
542788,16570,2011-02-01,United Kingdom
542789,17511,2011-02-01,United Kingdom
542790,16612,2011-02-01,United Kingdom
542791,15039,2011-02-01,United Kingdom
542795,18055,2011-02-01,United Kingdom
542796,17356,2011-02-01,United Kingdom
542797,17884,2011-02-01,United Kingdom
542800,14606,2011-02-01,United Kingdom
542806,12836,2011-02-01,United Kingdom
542812,14850,2011-02-01,United Kingdom
542835,13939,2011-02-01,United Kingdom
542836,16745,2011-02-01,United Kingdom
542858,17228,2011-02-01,United Kingdom
542859,13606,2011-02-01,United Kingdom
542862,14606,2011-02-01,United Kingdom
542863,13494,2011-02-01,United Kingdom
542864,13802,2011-02-01,United Kingdom
542865,12929,2011-02-01,United Kingdom
542868,16419,2011-02-01,United Kingdom
542869,17035,2011-02-01,United Kingdom
542870,15203,2011-02-01,United Kingdom
542872,15939,2011-02-01,United Kingdom
542881,14587,2011-02-01,United Kingdom
542886,16515,2011-02-01,United Kingdom
542887,12373,2011-02-01,Austria
542888,15687,2011-02-01,United Kingdom
542889,16422,2011-02-01,United Kingdom
542890,15311,2011-02-01,United Kingdom
542891,16705,2011-02-01,United Kingdom
542892,13784,2011-02-01,United Kingdom
542893,18202,2011-02-01,United Kingdom
542894,12775,2011-02-01,Netherlands
542895,14549,2011-02-01,United Kingdom
542896,15981,2011-02-01,United Kingdom
542897,15854,2011-02-01,United Kingdom
542898,16110,2011-02-01,United Kingdom
542899,17376,2011-02-01,United Kingdom
542900,14180,2011-02-01,United Kingdom
542901,14217,2011-02-01,United Kingdom
542902,16011,2011-02-01,United Kingdom
542903,15107,2011-02-01,United Kingdom
542904,12682,2011-02-01,France
542905,12540,2011-02-01,Spain
542907,13854,2011-02-01,United Kingdom
542908,13110,2011-02-01,United Kingdom
542909,16716,2011-02-01,United Kingdom
542911,12676,2011-02-01,Sweden
542914,16161,2011-02-01,United Kingdom
542915,15940,2011-02-01,United Kingdom
542919,15971,2011-02-01,United Kingdom
542920,13629,2011-02-02,United Kingdom
542921,15838,2011-02-02,United Kingdom
542922,12682,2011-02-02,France
542923,14665,2011-02-02,United Kingdom
542925,14457,2011-02-02,United Kingdom
542926,12559,2011-02-02,Germany
542927,18198,2011-02-02,United Kingdom
542928,17863,2011-02-02,United Kingdom
542929,17811,2011-02-02,United Kingdom
542930,14233,2011-02-02,United Kingdom
542931,15589,2011-02-02,United Kingdom
542932,13089,2011-02-02,United Kingdom
542933,14411,2011-02-02,United Kingdom
542934,13093,2011-02-02,United Kingdom
542944,17560,2011-02-02,United Kingdom
542989,15226,2011-02-02,United Kingdom
542990,13468,2011-02-02,United Kingdom
542992,14460,2011-02-02,United Kingdom
542993,16156,2011-02-02,United Kingdom
542994,17230,2011-02-02,United Kingdom
542995,13728,2011-02-02,United Kingdom
542996,15046,2011-02-02,United Kingdom
543001,14127,2011-02-02,United Kingdom
543002,13491,2011-02-02,United Kingdom
543003,14312,2011-02-02,United Kingdom
543005,16378,2011-02-02,United Kingdom
543006,17975,2011-02-02,United Kingdom
543007,13894,2011-02-02,United Kingdom
543008,13824,2011-02-02,United Kingdom
543009,18041,2011-02-02,United Kingdom
543010,18250,2011-02-02,United Kingdom
543011,15270,2011-02-02,United Kingdom
543012,17961,2011-02-02,United Kingdom
543015,14188,2011-02-02,United Kingdom
543016,18017,2011-02-02,United Kingdom
543017,13199,2011-02-02,United Kingdom
543019,17912,2011-02-02,United Kingdom
543020,15005,2011-02-02,United Kingdom
543021,15421,2011-02-02,United Kingdom
543022,16771,2011-02-02,United Kingdom
543023,15270,2011-02-02,United Kingdom
543024,13777,2011-02-02,United Kingdom
543025,17446,2011-02-02,United Kingdom
543027,12414,2011-02-02,Austria
543028,14443,2011-02-02,United Kingdom
543029,13576,2011-02-02,United Kingdom
543030,12437,2011-02-02,France
543031,14798,2011-02-02,United Kingdom
543032,12990,2011-02-02,United Kingdom
543033,17841,2011-02-02,United Kingdom
543036,17223,2011-02-02,United Kingdom
543037,12350,2011-02-02,Norway
543038,14735,2011-02-02,United Kingdom
543040,17337,2011-02-02,United Kingdom
543041,16405,2011-02-02,United Kingdom
543043,17848,2011-02-02,United Kingdom
543044,17071,2011-02-03,United Kingdom
543045,14309,2011-02-03,United Kingdom
543046,13873,2011-02-03,United Kingdom
543047,16210,2011-02-03,United Kingdom
543048,12600,2011-02-03,Germany
543053,17362,2011-02-03,United Kingdom
543054,13394,2011-02-03,United Kingdom
543055,12502,2011-02-03,Spain
543056,12471,2011-02-03,Germany
543057,16333,2011-02-03,United Kingdom
543094,16030,2011-02-03,United Kingdom
543095,16814,2011-02-03,United Kingdom
543096,14044,2011-02-03,United Kingdom
543098,13102,2011-02-03,United Kingdom
543099,16684,2011-02-03,United Kingdom
543106,15658,2011-02-03,United Kingdom
543107,13800,2011-02-03,United Kingdom
543108,14085,2011-02-03,United Kingdom
543111,15719,2011-02-03,United Kingdom
543113,13047,2011-02-03,United Kingdom
543114,14156,2011-02-03,EIRE
543115,14606,2011-02-03,United Kingdom
543116,17672,2011-02-03,United Kingdom
543117,12464,2011-02-03,Belgium
543118,13842,2011-02-03,United Kingdom
543120,13668,2011-02-03,United Kingdom
543121,12662,2011-02-03,Germany
543122,13819,2011-02-03,United Kingdom
543123,18178,2011-02-03,United Kingdom
543124,15311,2011-02-03,United Kingdom
543125,17214,2011-02-03,United Kingdom
543126,13581,2011-02-03,United Kingdom
543127,16748,2011-02-03,United Kingdom
543128,12971,2011-02-03,United Kingdom
543129,14540,2011-02-03,United Kingdom
543130,16997,2011-02-03,United Kingdom
543131,13539,2011-02-03,United Kingdom
543132,15235,2011-02-03,United Kingdom
543133,15235,2011-02-03,United Kingdom
543134,15885,2011-02-03,United Kingdom
543161,14497,2011-02-03,United Kingdom
543162,17507,2011-02-03,United Kingdom
543163,16353,2011-02-03,United Kingdom
543164,13208,2011-02-03,United Kingdom
543165,13230,2011-02-03,United Kingdom
543166,13488,2011-02-04,United Kingdom
543167,17457,2011-02-04,United Kingdom
543168,13694,2011-02-04,United Kingdom
543169,13694,2011-02-04,United Kingdom
543170,17334,2011-02-04,United Kingdom
543173,13871,2011-02-04,United Kingdom
543174,16938,2011-02-04,United Kingdom
543177,14466,2011-02-04,United Kingdom
543178,14911,2011-02-04,EIRE
543179,12754,2011-02-04,Japan
543180,12410,2011-02-04,Switzerland
543181,12410,2011-02-04,Switzerland
543183,14560,2011-02-04,United Kingdom
543184,16525,2011-02-04,United Kingdom
543186,17929,2011-02-04,United Kingdom
543187,14778,2011-02-04,United Kingdom
543188,12567,2011-02-04,France
543189,17517,2011-02-04,United Kingdom
543190,17226,2011-02-04,United Kingdom
543191,13137,2011-02-04,United Kingdom
543192,17381,2011-02-04,United Kingdom
543193,13725,2011-02-04,United Kingdom
543196,13309,2011-02-04,United Kingdom
543197,12842,2011-02-04,United Kingdom
543198,16109,2011-02-04,United Kingdom
543199,13102,2011-02-04,United Kingdom
543202,17291,2011-02-04,United Kingdom
543214,12779,2011-02-04,Poland
543232,13113,2011-02-04,United Kingdom
543235,14462,2011-02-04,United Kingdom
543240,14462,2011-02-04,United Kingdom
543242,15090,2011-02-04,United Kingdom
543243,15199,2011-02-04,United Kingdom
543245,16725,2011-02-04,United Kingdom
543246,17315,2011-02-04,United Kingdom
543247,16029,2011-02-04,United Kingdom
543248,16029,2011-02-04,United Kingdom
543249,13963,2011-02-04,United Kingdom
543250,13911,2011-02-04,United Kingdom
543251,14194,2011-02-04,United Kingdom
543252,17685,2011-02-04,United Kingdom
543253,14842,2011-02-04,United Kingdom
543255,13050,2011-02-04,United Kingdom
543256,17293,2011-02-04,United Kingdom
543264,13069,2011-02-04,United Kingdom
543272,14810,2011-02-06,United Kingdom
543273,16456,2011-02-06,United Kingdom
543274,17392,2011-02-06,United Kingdom
543275,13584,2011-02-06,United Kingdom
543276,16525,2011-02-06,United Kingdom
543277,15808,2011-02-06,United Kingdom
543278,16745,2011-02-06,United Kingdom
543279,17105,2011-02-06,United Kingdom
543280,14438,2011-02-06,United Kingdom
543281,14606,2011-02-06,United Kingdom
543282,12956,2011-02-06,United Kingdom
543283,15781,2011-02-07,United Kingdom
543284,14410,2011-02-07,United Kingdom
543285,14600,2011-02-07,United Kingdom
543286,14952,2011-02-07,United Kingdom
543287,16422,2011-02-07,United Kingdom
543288,17302,2011-02-07,United Kingdom
543291,14180,2011-02-07,United Kingdom
543292,14534,2011-02-07,United Kingdom
543293,17613,2011-02-07,United Kingdom
543294,17849,2011-02-07,United Kingdom
543300,13334,2011-02-07,United Kingdom
543306,16686,2011-02-07,United Kingdom
543309,18118,2011-02-07,United Kingdom
543325,17692,2011-02-07,United Kingdom
543332,13955,2011-02-07,United Kingdom
543342,17162,2011-02-07,United Kingdom
543348,13983,2011-02-07,United Kingdom
543349,17774,2011-02-07,United Kingdom
543350,13809,2011-02-07,Cyprus
543351,15407,2011-02-07,United Kingdom
543352,15577,2011-02-07,United Kingdom
543354,13458,2011-02-07,United Kingdom
543355,16033,2011-02-07,United Kingdom
543357,12388,2011-02-07,Australia
543359,16332,2011-02-07,United Kingdom
543367,18225,2011-02-07,United Kingdom
543369,16255,2011-02-07,United Kingdom
543370,12359,2011-02-07,Cyprus
543371,14048,2011-02-07,United Kingdom
543372,16321,2011-02-07,Australia
543373,16945,2011-02-07,United Kingdom
543374,16945,2011-02-07,United Kingdom
543376,16321,2011-02-07,Australia
543377,13725,2011-02-07,United Kingdom
543378,18102,2011-02-07,United Kingdom
543379,18102,2011-02-07,United Kingdom
543380,14293,2011-02-07,United Kingdom
543382,14030,2011-02-07,United Kingdom
543387,14646,2011-02-08,Netherlands
543389,17841,2011-02-08,United Kingdom
543391,14475,2011-02-08,United Kingdom
543392,16839,2011-02-08,United Kingdom
543393,13534,2011-02-08,United Kingdom
543394,15797,2011-02-08,United Kingdom
543395,13534,2011-02-08,United Kingdom
543396,15189,2011-02-08,United Kingdom
543397,17859,2011-02-08,United Kingdom
543398,16458,2011-02-08,United Kingdom
543400,14688,2011-02-08,United Kingdom
543411,12576,2011-02-08,Poland
543413,13098,2011-02-08,United Kingdom
543428,17787,2011-02-08,United Kingdom
543446,15827,2011-02-08,United Kingdom
543447,16265,2011-02-08,United Kingdom
543449,16553,2011-02-08,United Kingdom
543452,16037,2011-02-08,United Kingdom
543454,14527,2011-02-08,United Kingdom
543455,17858,2011-02-08,United Kingdom
543456,15753,2011-02-08,United Kingdom
543457,17428,2011-02-08,United Kingdom
543458,14587,2011-02-08,United Kingdom
543459,12599,2011-02-08,France
543462,17655,2011-02-08,United Kingdom
543463,15311,2011-02-08,United Kingdom
543464,16779,2011-02-08,United Kingdom
543466,16713,2011-02-08,United Kingdom
543468,14562,2011-02-08,United Kingdom
543470,16951,2011-02-08,United Kingdom
543474,14415,2011-02-08,United Kingdom
543476,13050,2011-02-08,United Kingdom
543477,17315,2011-02-08,United Kingdom
543478,13798,2011-02-08,United Kingdom
543479,16998,2011-02-08,United Kingdom
543480,13133,2011-02-08,United Kingdom
543481,14606,2011-02-08,United Kingdom
543482,17881,2011-02-08,United Kingdom
543483,18075,2011-02-09,United Kingdom
543484,12721,2011-02-09,France
543485,15843,2011-02-09,United Kingdom
543486,13319,2011-02-09,United Kingdom
543487,13319,2011-02-09,United Kingdom
543492,12720,2011-02-09,Germany
543507,15039,2011-02-09,United Kingdom
543518,12753,2011-02-09,Japan
543519,17083,2011-02-09,United Kingdom
543520,15827,2011-02-09,United Kingdom
543523,12971,2011-02-09,United Kingdom
543527,15970,2011-02-09,United Kingdom
543529,18109,2011-02-09,United Kingdom
543534,13590,2011-02-09,United Kingdom
543535,17537,2011-02-09,United Kingdom
543537,12401,2011-02-09,Belgium
543538,16143,2011-02-09,United Kingdom
543539,17757,2011-02-09,United Kingdom
543540,17412,2011-02-09,United Kingdom
543541,12462,2011-02-09,Spain
543542,16607,2011-02-09,United Kingdom
543543,17843,2011-02-09,United Kingdom
543547,17358,2011-02-09,United Kingdom
543548,13706,2011-02-10,United Kingdom
543549,17940,2011-02-10,United Kingdom
543550,12601,2011-02-10,Germany
543553,16359,2011-02-10,United Kingdom
543554,14733,2011-02-10,United Kingdom
543555,17686,2011-02-10,United Kingdom
543565,14431,2011-02-10,United Kingdom
543586,15809,2011-02-10,United Kingdom
543587,12561,2011-02-10,Germany
543588,17381,2011-02-10,United Kingdom
543589,17381,2011-02-10,United Kingdom
543590,17377,2011-02-10,United Kingdom
543591,13854,2011-02-10,United Kingdom
543592,17243,2011-02-10,United Kingdom
543593,14465,2011-02-10,United Kingdom
543594,18093,2011-02-10,United Kingdom
543595,16027,2011-02-10,United Kingdom
543596,14898,2011-02-10,United Kingdom
543597,12857,2011-02-10,United Kingdom
543598,18230,2011-02-10,United Kingdom
543600,18168,2011-02-10,United Kingdom
543601,14560,2011-02-10,United Kingdom
543602,15570,2011-02-10,United Kingdom
543604,16558,2011-02-10,United Kingdom
543610,16425,2011-02-10,United Kingdom
543612,16711,2011-02-10,United Kingdom
543618,13468,2011-02-10,United Kingdom
543619,16842,2011-02-10,United Kingdom
543622,17334,2011-02-10,United Kingdom
543623,16405,2011-02-10,United Kingdom
543625,12583,2011-02-10,France
543626,15796,2011-02-10,United Kingdom
543630,15046,2011-02-10,United Kingdom
543631,14081,2011-02-10,United Kingdom
543639,16725,2011-02-10,United Kingdom
543641,14555,2011-02-10,United Kingdom
543642,16161,2011-02-10,United Kingdom
543645,17609,2011-02-10,United Kingdom
543646,17790,2011-02-10,United Kingdom
543647,12841,2011-02-10,United Kingdom
543648,15114,2011-02-11,United Kingdom
543649,17809,2011-02-11,United Kingdom
543650,12980,2011-02-11,United Kingdom
543651,16306,2011-02-11,United Kingdom
543652,15544,2011-02-11,United Kingdom
543653,14796,2011-02-11,United Kingdom
543657,15133,2011-02-11,United Kingdom
543658,13819,2011-02-11,United Kingdom
543664,17705,2011-02-11,United Kingdom
543668,18118,2011-02-11,United Kingdom
543669,16029,2011-02-11,United Kingdom
543670,16013,2011-02-11,United Kingdom
543672,16013,2011-02-11,United Kingdom
543673,16013,2011-02-11,United Kingdom
543674,16013,2011-02-11,United Kingdom
543675,16013,2011-02-11,United Kingdom
543688,15270,2011-02-11,United Kingdom
543691,17924,2011-02-11,United Kingdom
543693,12897,2011-02-11,United Kingdom
543730,16928,2011-02-11,United Kingdom
543731,17677,2011-02-11,United Kingdom
543733,12395,2011-02-11,Belgium
543734,17512,2011-02-11,United Kingdom
543735,16191,2011-02-11,United Kingdom
543736,15044,2011-02-11,United Kingdom
543737,12477,2011-02-11,Germany
543738,13094,2011-02-11,United Kingdom
543739,15550,2011-02-11,United Kingdom
543740,15311,2011-02-11,United Kingdom
543746,17675,2011-02-11,United Kingdom
543747,13672,2011-02-11,United Kingdom
543748,12913,2011-02-11,United Kingdom
543754,18159,2011-02-11,United Kingdom
543759,12921,2011-02-11,United Kingdom
543770,13875,2011-02-11,United Kingdom
543774,15856,2011-02-11,United Kingdom
543777,15406,2011-02-11,United Kingdom
543788,15061,2011-02-11,United Kingdom
543797,15465,2011-02-13,United Kingdom
543798,15058,2011-02-13,United Kingdom
543799,17236,2011-02-13,United Kingdom
543800,17282,2011-02-13,United Kingdom
543801,17811,2011-02-13,United Kingdom
543802,13742,2011-02-13,United Kingdom
543803,17126,2011-02-13,United Kingdom
543804,16434,2011-02-13,United Kingdom
543805,17050,2011-02-13,United Kingdom
543806,17085,2011-02-13,United Kingdom
543807,14692,2011-02-13,United Kingdom
543808,17454,2011-02-13,United Kingdom
543809,17095,2011-02-13,United Kingdom
543810,13171,2011-02-13,United Kingdom
543812,17472,2011-02-13,United Kingdom
543813,16897,2011-02-13,United Kingdom
543814,15640,2011-02-13,United Kingdom
543815,17255,2011-02-13,United Kingdom
543816,17841,2011-02-13,United Kingdom
543820,16084,2011-02-13,United Kingdom
543821,17667,2011-02-14,United Kingdom
543822,12507,2011-02-14,Spain
543823,17937,2011-02-14,United Kingdom
543824,14631,2011-02-14,United Kingdom
543825,16098,2011-02-14,United Kingdom
543828,14156,2011-02-14,EIRE
543829,12939,2011-02-14,United Kingdom
543831,15769,2011-02-14,United Kingdom
543832,13381,2011-02-14,United Kingdom
543833,12476,2011-02-14,Germany
543836,15236,2011-02-14,United Kingdom
543839,17811,2011-02-14,United Kingdom
543842,16333,2011-02-14,United Kingdom
543852,14258,2011-02-14,United Kingdom
543900,12621,2011-02-14,Germany
543901,17659,2011-02-14,United Kingdom
543907,17346,2011-02-14,United Kingdom
543908,16422,2011-02-14,United Kingdom
543910,13475,2011-02-14,United Kingdom
543911,17829,2011-02-14,United Arab Emirates
543912,16701,2011-02-14,United Kingdom
543913,17591,2011-02-14,United Kingdom
543914,14715,2011-02-14,United Kingdom
543915,13717,2011-02-14,United Kingdom
543919,13157,2011-02-14,United Kingdom
543921,13911,2011-02-14,United Kingdom
543923,14644,2011-02-14,United Kingdom
543924,16904,2011-02-14,United Kingdom
543934,12993,2011-02-14,United Kingdom
543935,12989,2011-02-14,United Kingdom
543973,17571,2011-02-14,United Kingdom
543975,17231,2011-02-14,United Kingdom
543976,13089,2011-02-14,United Kingdom
543977,15615,2011-02-14,United Kingdom
543978,12867,2011-02-14,United Kingdom
543979,14606,2011-02-14,United Kingdom
543981,15358,2011-02-15,United Kingdom
543982,15358,2011-02-15,United Kingdom
543983,16979,2011-02-15,United Kingdom
543984,15601,2011-02-15,United Kingdom
543986,16738,2011-02-15,United Kingdom
543987,14849,2011-02-15,United Kingdom
543988,14849,2011-02-15,United Kingdom
543989,12415,2011-02-15,Australia
543990,15122,2011-02-15,United Kingdom
543991,13848,2011-02-15,United Kingdom
543993,17612,2011-02-15,United Kingdom
543994,12931,2011-02-15,United Kingdom
543995,13408,2011-02-15,United Kingdom
543996,15811,2011-02-15,United Kingdom
543997,17348,2011-02-15,United Kingdom
543998,18093,2011-02-15,United Kingdom
544035,13893,2011-02-15,United Kingdom
544036,17315,2011-02-15,United Kingdom
544037,14961,2011-02-15,United Kingdom
544039,14744,2011-02-15,United Kingdom
544040,14701,2011-02-15,United Kingdom
544041,17730,2011-02-15,United Kingdom
544042,14527,2011-02-15,United Kingdom
544043,14527,2011-02-15,United Kingdom
544044,14659,2011-02-15,United Kingdom
544045,13941,2011-02-15,United Kingdom
544051,16700,2011-02-15,United Kingdom
544055,14035,2011-02-15,United Kingdom
544056,13004,2011-02-15,United Kingdom
544058,14176,2011-02-15,United Kingdom
544059,14534,2011-02-15,United Kingdom
544060,13623,2011-02-15,United Kingdom
544061,14176,2011-02-15,United Kingdom
544062,15311,2011-02-15,United Kingdom
544064,17114,2011-02-15,United Kingdom
544065,14346,2011-02-15,United Kingdom
544066,12971,2011-02-15,United Kingdom
544067,16431,2011-02-15,United Kingdom
544068,16431,2011-02-15,United Kingdom
544069,12616,2011-02-15,France
544070,15370,2011-02-15,United Kingdom
544071,16317,2011-02-15,United Kingdom
544073,14935,2011-02-15,Channel Islands
544074,14156,2011-02-15,EIRE
544075,14156,2011-02-15,EIRE
544076,16407,2011-02-15,United Kingdom
544077,14825,2011-02-15,United Kingdom
544078,16073,2011-02-15,United Kingdom
544079,14477,2011-02-15,United Kingdom
544081,17819,2011-02-15,United Kingdom
544083,15606,2011-02-15,United Kingdom
544084,14760,2011-02-15,United Kingdom
544087,17530,2011-02-15,United Kingdom
544090,13880,2011-02-16,United Kingdom
544091,14897,2011-02-16,United Kingdom
544092,17512,2011-02-16,United Kingdom
544093,13750,2011-02-16,United Kingdom
544094,15810,2011-02-16,United Kingdom
544095,16509,2011-02-16,United Kingdom
544096,14386,2011-02-16,United Kingdom
544097,12455,2011-02-16,Cyprus
544098,16019,2011-02-16,United Kingdom
544100,15002,2011-02-16,United Kingdom
544101,16378,2011-02-16,United Kingdom
544102,14665,2011-02-16,United Kingdom
544103,17961,2011-02-16,United Kingdom
544104,14665,2011-02-16,United Kingdom
544105,17567,2011-02-16,United Kingdom
544106,14530,2011-02-16,United Kingdom
544107,15670,2011-02-16,United Kingdom
544108,12653,2011-02-16,Israel
544109,12841,2011-02-16,United Kingdom
544110,15059,2011-02-16,United Kingdom
544111,16126,2011-02-16,United Kingdom
544112,15039,2011-02-16,United Kingdom
544115,12727,2011-02-16,France
544125,13199,2011-02-16,United Kingdom
544129,13199,2011-02-16,United Kingdom
544143,15759,2011-02-16,United Kingdom
544147,16306,2011-02-16,United Kingdom
544150,14180,2011-02-16,United Kingdom
544151,15024,2011-02-16,United Kingdom
544152,14609,2011-02-16,United Kingdom
544153,15356,2011-02-16,United Kingdom
544154,13414,2011-02-16,United Kingdom
544155,12823,2011-02-16,United Kingdom
544156,12352,2011-02-16,Norway
544157,12372,2011-02-16,Denmark
544158,14944,2011-02-16,United Kingdom
544159,14944,2011-02-16,United Kingdom
544160,16494,2011-02-16,United Kingdom
544161,16875,2011-02-16,United Kingdom
544162,14959,2011-02-16,United Kingdom
544163,16875,2011-02-16,United Kingdom
544164,17306,2011-02-16,United Kingdom
544165,14210,2011-02-16,United Kingdom
544166,14051,2011-02-16,United Kingdom
544167,14755,2011-02-16,United Kingdom
544168,13798,2011-02-16,United Kingdom
544169,13078,2011-02-16,United Kingdom
544170,16148,2011-02-16,United Kingdom
544176,18219,2011-02-16,United Kingdom
544177,13001,2011-02-16,United Kingdom
544178,14543,2011-02-16,United Kingdom
544179,17422,2011-02-16,United Kingdom
544180,14309,2011-02-16,United Kingdom
544181,17175,2011-02-16,United Kingdom
544182,18257,2011-02-16,United Kingdom
544183,17857,2011-02-16,United Kingdom
544185,16684,2011-02-16,United Kingdom
544187,14107,2011-02-16,United Kingdom
544189,15867,2011-02-16,United Kingdom
544190,13089,2011-02-16,United Kingdom
544191,13089,2011-02-16,United Kingdom
544192,13089,2011-02-16,United Kingdom
544193,12431,2011-02-17,Belgium
544194,16839,2011-02-17,United Kingdom
544195,13305,2011-02-17,United Kingdom
544196,13327,2011-02-17,United Kingdom
544197,12971,2011-02-17,United Kingdom
544198,12971,2011-02-17,United Kingdom
544199,13777,2011-02-17,United Kingdom
544200,12494,2011-02-17,France
544203,12362,2011-02-17,Belgium
544209,16235,2011-02-17,United Kingdom
544210,14911,2011-02-17,EIRE
544211,13018,2011-02-17,United Kingdom
544271,17083,2011-02-17,United Kingdom
544277,13718,2011-02-17,United Kingdom
544278,15382,2011-02-17,United Kingdom
544280,14754,2011-02-17,United Kingdom
544281,12500,2011-02-17,Germany
544282,17865,2011-02-17,United Kingdom
544283,13668,2011-02-17,United Kingdom
544286,13151,2011-02-17,United Kingdom
544292,16745,2011-02-17,United Kingdom
544293,17954,2011-02-17,United Kingdom
544294,15601,2011-02-17,United Kingdom
544295,14298,2011-02-17,United Kingdom
544296,14298,2011-02-17,United Kingdom
544297,14298,2011-02-17,United Kingdom
544298,14298,2011-02-17,United Kingdom
544299,13178,2011-02-17,United Kingdom
544301,14606,2011-02-17,United Kingdom
544302,12654,2011-02-17,Germany
544303,18116,2011-02-17,United Kingdom
544304,18125,2011-02-17,United Kingdom
544305,15044,2011-02-17,United Kingdom
544306,13085,2011-02-17,United Kingdom
544307,15903,2011-02-17,United Kingdom
544308,16525,2011-02-17,United Kingdom
544309,15785,2011-02-17,United Kingdom
544311,17841,2011-02-17,United Kingdom
544312,17841,2011-02-17,United Kingdom
544313,14099,2011-02-17,United Kingdom
544314,13767,2011-02-17,United Kingdom
544315,12748,2011-02-17,United Kingdom
544316,16556,2011-02-17,United Kingdom
544317,18138,2011-02-17,United Kingdom
544319,14379,2011-02-17,United Kingdom
544320,17381,2011-02-17,United Kingdom
544322,14211,2011-02-17,United Kingdom
544328,14371,2011-02-17,United Kingdom
544329,17288,2011-02-17,United Kingdom
544330,17576,2011-02-17,United Kingdom
544331,12455,2011-02-17,Cyprus
544332,17419,2011-02-17,United Kingdom
544334,16353,2011-02-17,United Kingdom
544335,14702,2011-02-17,United Kingdom
544336,13230,2011-02-17,United Kingdom
544337,13425,2011-02-18,United Kingdom
544338,12852,2011-02-18,United Kingdom
544339,15228,2011-02-18,United Kingdom
544340,12527,2011-02-18,Germany
544341,13012,2011-02-18,United Kingdom
544349,16713,2011-02-18,United Kingdom
544350,17389,2011-02-18,United Kingdom
544351,16182,2011-02-18,United Kingdom
544352,15290,2011-02-18,United Kingdom
544353,18229,2011-02-18,United Kingdom
544354,13489,2011-02-18,United Kingdom
544355,12714,2011-02-18,France
544356,13904,2011-02-18,United Kingdom
544368,14057,2011-02-18,United Kingdom
544390,14911,2011-02-18,EIRE
544391,15755,2011-02-18,United Kingdom
544392,14680,2011-02-18,United Kingdom
544393,16393,2011-02-18,United Kingdom
544394,13932,2011-02-18,United Kingdom
544395,13397,2011-02-18,United Kingdom
544398,15311,2011-02-18,United Kingdom
544399,12594,2011-02-18,Italy
544400,14101,2011-02-18,United Kingdom
544404,16401,2011-02-18,United Kingdom
544405,16814,2011-02-18,United Kingdom
544406,16726,2011-02-18,United Kingdom
544407,14606,2011-02-18,United Kingdom
544408,16726,2011-02-18,United Kingdom
544409,16265,2011-02-18,United Kingdom
544411,13799,2011-02-18,United Kingdom
544412,16531,2011-02-18,United Kingdom
544421,13951,2011-02-18,United Kingdom
544423,12553,2011-02-18,France
544426,16765,2011-02-18,United Kingdom
544430,16306,2011-02-18,United Kingdom
544439,13798,2011-02-20,United Kingdom
544440,15465,2011-02-20,United Kingdom
544441,16566,2011-02-20,United Kingdom
544443,13725,2011-02-20,United Kingdom
544444,13246,2011-02-20,United Kingdom
544445,16746,2011-02-20,United Kingdom
544446,12891,2011-02-20,United Kingdom
544447,16466,2011-02-20,United Kingdom
544448,14878,2011-02-20,United Kingdom
544449,16115,2011-02-20,United Kingdom
544450,17811,2011-02-20,United Kingdom
544452,14162,2011-02-20,United Kingdom
544453,17214,2011-02-20,United Kingdom
544454,13301,2011-02-20,United Kingdom
544455,13097,2011-02-20,United Kingdom
544456,14803,2011-02-20,United Kingdom
